Rodrigo Amarante - Tuyo (Narcos Theme Song) [Lyrics video],https://youtu.be/watch?v=GJm7H9IP5SU
Irene,https://youtu.be/watch?v=OfSWyXqNQQg
O Cometa,https://youtu.be/watch?v=tJ-kI69mBu0
